open_time,close_time,open,high,low,close,volume,tick_count
2024-06-05 10:06:11.004,2024-06-05 10:06:23.850,71134.1,71134.1,71104.4,71104.4,2.20397,116
2024-06-05 10:06:24.272,2024-06-05 10:06:36.834,71104.4,71129.6,71104.4,71129.6,3.49733,131
2024-06-05 10:06:37.672,2024-06-05 10:06:49.944,71129.6,71129.6,71129.6,71129.6,1.22327,61
2024-06-05 10:06:50.229,2024-06-05 10:07:02.947,71129.6,71129.6,71120,71120,1.97771,119
2024-06-05 10:07:03.048,2024-06-05 10:07:15.663,71120,71175.9,71120,71175.9,11.0685,441
2024-06-05 10:07:16.062,2024-06-05 10:07:28.750,71175.9,71178.2,71164,71164,5.13299,185
2024-06-05 10:07:29.147,2024-06-05 10:07:41.995,71164,71190,71164,71190,4.65952,279
2024-06-05 10:07:48.046,2024-06-05 10:07:48.046,71200,71240,71190,71200,23.1699,997
2024-06-05 10:07:55.017,2024-06-05 10:08:07.900,71240,71260,71240,71240.6,30.3069,608
2024-06-05 10:08:11.374,2024-06-05 10:08:11.374,71233.6,71240.6,71216,71234.7,11.326,399
2024-06-05 10:08:21.092,2024-06-05 10:08:33.897,71216,71216,71204,71204,2.14719,146
2024-06-05 10:08:34.032,2024-06-05 10:08:46.872,71204,71204,71200,71200,2.46166,127
2024-06-05 10:08:47.064,2024-06-05 10:08:59.997,71200,71200,71200,71200,2.23621,197
2024-06-05 10:09:00.054,2024-06-05 10:09:12.837,71200,71200,71180.8,71180.8,2.73294,164
2024-06-05 10:09:13.256,2024-06-05 10:09:25.824,71180.8,71196,71180.8,71180.9,8.18339,193
2024-06-05 10:09:26.229,2024-06-05 10:09:38.974,71180.8,71180.9,71152.8,71152.8,6.31613,151
2024-06-05 10:09:39.095,2024-06-05 10:09:51.730,71152.8,71166,71152.8,71166,3.93611,130
2024-06-05 10:09:55.639,2024-06-05 10:09:55.639,71200,71204,71166,71200,17.9912,361
2024-06-05 10:10:05.494,2024-06-05 10:10:17.891,71180,71208.7,71180,71204,9.379,467
2024-06-05 10:10:18.169,2024-06-05 10:10:30.353,71204,71204,71204,71204,11.9606,157
2024-06-05 10:10:31.169,2024-06-05 10:10:43.954,71204,71244.4,71188,71220,72.7879,790
2024-06-05 10:10:45.148,2024-06-05 10:10:44.902,71220,71230,71205.1,71220,20.5757,675
2024-06-05 10:10:57.000,2024-06-05 10:11:09.946,71205.1,71205.1,71173.3,71173.4,13.3965,362
2024-06-05 10:11:19.959,2024-06-05 10:11:19.959,71200,71200,71152.8,71200,15.3255,590
2024-06-05 10:11:23.137,2024-06-05 10:11:35.994,71200,71200,71181.2,71185.8,3.76598,145
2024-06-05 10:11:36.042,2024-06-05 10:11:48.661,71185.8,71200,71172,71196,23.857,826
2024-06-05 10:11:49.057,2024-06-05 10:12:01.963,71196,71196,71196,71196,2.72079,108
2024-06-05 10:12:02.239,2024-06-05 10:12:14.644,71196,71196,71196,71196,1.40798,74
2024-06-05 10:12:15.572,2024-06-05 10:12:27.964,71196,71196,71173.2,71173.2,8.81629,287
2024-06-05 10:12:38.892,2024-06-05 10:12:38.892,71173.2,71173.2,71173.2,71173.2,3.03424,111
2024-06-05 10:12:41.072,2024-06-05 10:12:53.436,71173.2,71199,71164.6,71196.8,42.474,501
2024-06-05 10:12:54.046,2024-06-05 10:13:06.940,71196.8,71196.8,71196.8,71196.8,5.45372,108
2024-06-05 10:13:07.037,2024-06-05 10:13:19.991,71196.8,71205.1,71196.6,71196.6,6.18435,174
2024-06-05 10:13:20.032,2024-06-05 10:13:32.877,71196.6,71196.6,71196.6,71196.6,3.44633,109
2024-06-05 10:13:33.103,2024-06-05 10:13:45.875,71196.6,71196.6,71196.6,71196.6,1.4793,80
2024-06-05 10:13:46.000,2024-06-05 10:13:58.889,71196.6,71196.6,71180.3,71180.3,11.4835,184
2024-06-05 10:13:59.251,2024-06-05 10:14:11.964,71180.3,71180.3,71176,71176,2.51595,136
2024-06-05 10:14:12.134,2024-06-05 10:14:24.943,71176.1,71176.1,71176,71176,1.17603,74
2024-06-05 10:14:25.120,2024-06-05 10:14:37.793,71176.1,71176.1,71169.3,71169.3,6.43979,82
2024-06-05 10:14:43.293,2024-06-05 10:14:43.293,71182.2,71208.2,71169.3,71181.9,27.567,415
2024-06-05 10:14:51.090,2024-06-05 10:15:03.891,71208.2,71208.2,71208.2,71208.2,10.1316,195
2024-06-05 10:15:04.061,2024-06-05 10:15:16.937,71208.2,71219.2,71207.2,71207.2,11.2837,463
2024-06-05 10:15:17.127,2024-06-05 10:15:29.953,71207.2,71207.2,71201.6,71201.6,6.19016,192
2024-06-05 10:15:30.015,2024-06-05 10:15:42.883,71201.6,71201.6,71201.6,71201.6,1.87026,83
2024-06-05 10:15:43.104,2024-06-05 10:15:55.870,71201.6,71201.6,71188,71188,3.99887,199
2024-06-05 10:16:06.462,2024-06-05 10:16:06.461,71176.9,71188,71172,71176.9,9.7011,151
2024-06-05 10:16:09.106,2024-06-05 10:16:21.822,71172,71172,71159.1,71159.1,1.98977,92
2024-06-05 10:16:22.016,2024-06-05 10:16:34.965,71159.1,71179.2,71159.1,71179.2,6.31227,135
2024-06-05 10:16:35.048,2024-06-05 10:16:47.738,71179.2,71179.2,71179.2,71179.2,1.02386,76
2024-06-05 10:16:48.053,2024-06-05 10:17:00.970,71179.2,71179.2,71164,71164,4.61922,136
2024-06-05 10:17:01.332,2024-06-05 10:17:13.704,71164,71164,71150,71150,2.20319,103
2024-06-05 10:17:14.718,2024-06-05 10:17:26.919,71150,71150,71138.3,71138.3,3.62146,102
2024-06-05 10:17:27.282,2024-06-05 10:17:39.427,71138.3,71138.3,71138.3,71138.3,1.3239,49
2024-06-05 10:17:40.070,2024-06-05 10:17:52.796,71138.3,71156,71137.5,71148.7,14.5649,140
2024-06-05 10:17:53.014,2024-06-05 10:18:05.964,71148.7,71148.7,71129.8,71129.8,2.76324,114
2024-06-05 10:18:06.162,2024-06-05 10:18:18.752,71129.8,71129.8,71129.8,71129.8,9.86065,85
2024-06-05 10:18:19.318,2024-06-05 10:18:31.842,71129.8,71129.8,71122,71122,5.12933,79
2024-06-05 10:18:32.270,2024-06-05 10:18:44.898,71122,71122,71122,71122,2.87166,73
2024-06-05 10:18:45.024,2024-06-05 10:18:57.973,71122,71122,71112,71112,3.17806,84
2024-06-05 10:18:58.015,2024-06-05 10:19:10.852,71112,71119.5,71112,71117.3,4.32236,117
2024-06-05 10:19:22.147,2024-06-05 10:19:22.001,71103.4,71117.3,71103.4,71103.4,7.8825,137
2024-06-05 10:19:24.360,2024-06-05 10:19:36.735,71103.4,71143.3,71097.1,71143.3,10.2339,201
2024-06-05 10:19:37.139,2024-06-05 10:19:49.770,71143.3,71143.3,71139,71139,4.55793,76
2024-06-05 10:19:50.097,2024-06-05 10:20:02.708,71139,71186,71139,71186,5.38862,220
2024-06-05 10:20:03.128,2024-06-05 10:20:15.927,71186,71186,71159.6,71171.4,5.08006,131
2024-06-05 10:20:16.001,2024-06-05 10:20:28.816,71171.4,71171.4,71144.7,71144.7,1.94557,85
2024-06-05 10:20:29.121,2024-06-05 10:20:41.623,71144.7,71144.7,71144.7,71144.7,0.77601,51
2024-06-05 10:20:42.628,2024-06-05 10:20:54.827,71144.7,71155.2,71144.7,71155.2,2.52653,79
2024-06-05 10:20:55.041,2024-06-05 10:21:07.932,71155.2,71155.2,71144.5,71144.5,12.8139,131
2024-06-05 10:21:08.051,2024-06-05 10:21:20.999,71144.5,71152,71144.5,71152,1.71457,97
2024-06-05 10:21:21.025,2024-06-05 10:21:33.759,71152,71152,71132.3,71132.3,4.05754,108
2024-06-05 10:21:34.143,2024-06-05 10:21:46.834,71132.3,71160,71132.3,71160,8.35355,146
2024-06-05 10:21:47.047,2024-06-05 10:21:59.999,71160,71160,71160,71160,1.42375,114
2024-06-05 10:22:02.614,2024-06-05 10:22:02.563,71152,71168,71149.8,71152,8.64048,434
2024-06-05 10:22:13.063,2024-06-05 10:22:25.805,71168,71184,71168,71184,1.34103,96
2024-06-05 10:22:26.535,2024-06-05 10:22:38.630,71184,71193.3,71184,71188,5.28255,103
2024-06-05 10:22:39.018,2024-06-05 10:22:51.389,71188,71188,71188,71188,3.33712,55
2024-06-05 10:22:52.062,2024-06-05 10:23:04.870,71188,71188,71188,71188,0.82778,71
2024-06-05 10:23:05.227,2024-06-05 10:23:17.939,71188,71205.3,71188,71205.3,4.78927,159
2024-06-05 10:23:18.032,2024-06-05 10:23:30.964,71205.3,71217.6,71205.3,71217.6,3.48134,94
2024-06-05 10:23:31.174,2024-06-05 10:23:43.866,71217.6,71220,71217.6,71220,3.68363,80
2024-06-05 10:23:56.186,2024-06-05 10:23:56.181,71226.3,71226.3,71220,71226.3,4.3673,600
2024-06-05 10:23:57.185,2024-06-05 10:24:09.889,71226.3,71226.3,71226.3,71226.3,4.09655,569
2024-06-05 10:24:10.007,2024-06-05 10:24:22.947,71226.3,71226.3,71210,71210,6.98035,238
2024-06-05 10:24:23.159,2024-06-05 10:24:35.984,71210,71215.4,71210,71215.4,2.4743,126
2024-06-05 10:24:36.132,2024-06-05 10:24:48.935,71215.4,71226,71215.3,71226,2.42352,112
2024-06-05 10:24:49.793,2024-06-05 10:25:01.938,71226,71226,71226,71226,1.32974,108
2024-06-05 10:25:02.042,2024-06-05 10:25:14.956,71226,71226,71226,71226,1.44867,72
2024-06-05 10:25:15.039,2024-06-05 10:25:27.548,71226,71226,71226,71226,0.79783,62
2024-06-05 10:25:28.274,2024-06-05 10:25:40.996,71226,71226,71226,71226,1.52502,52
2024-06-05 10:25:41.185,2024-06-05 10:25:53.772,71226,71226,71226,71226,0.95688,38
2024-06-05 10:25:54.620,2024-06-05 10:26:06.937,71226,71226,71226,71226,1.17846,70
2024-06-05 10:26:07.081,2024-06-05 10:26:19.373,71226,71226,71213.4,71213.4,3.05635,81
2024-06-05 10:26:24.831,2024-06-05 10:26:24.588,71212.3,71212.3,71212.3,71212.3,1.19825,61
2024-06-05 10:26:33.144,2024-06-05 10:26:44.556,71212.3,71212.3,71212.3,71212.3,0.40262,51
2024-06-05 10:26:46.235,2024-06-05 10:26:57.971,71212.3,71217.4,71212.3,71217.4,3.6661,47
2024-06-05 10:26:59.111,2024-06-05 10:27:11.965,71217.4,71217.4,71217.4,71217.4,0.17955,55
2024-06-05 10:27:12.576,2024-06-05 10:27:24.847,71217.4,71224,71217.4,71224,2.57902,105
2024-06-05 10:27:25.485,2024-06-05 10:27:37.850,71224,71239.1,71212,71212,10.2674,233
2024-06-05 10:27:38.247,2024-06-05 10:27:50.754,71212,71212,71212,71212,0.80918,42
2024-06-05 10:27:51.131,2024-06-05 10:28:03.813,71212,71212,71212,71212,2.8654,75
2024-06-05 10:28:04.046,2024-06-05 10:28:16.837,71212,71212,71201.4,71201.4,1.30136,84
2024-06-05 10:28:17.119,2024-06-05 10:28:29.985,71201.4,71201.4,71185.5,71185.5,4.76342,82
2024-06-05 10:28:30.013,2024-06-05 10:28:42.876,71185.5,71185.5,71183.8,71183.8,1.00605,56
2024-06-05 10:28:44.227,2024-06-05 10:28:55.920,71183.8,71183.8,71174.6,71174.6,1.47948,38
2024-06-05 10:28:56.197,2024-06-05 10:29:08.990,71174.6,71178.9,71174.6,71178.9,3.61966,96
2024-06-05 10:29:09.285,2024-06-05 10:29:21.901,71178.9,71192,71178.9,71185.8,2.79741,80
2024-06-05 10:29:22.863,2024-06-05 10:29:34.973,71185.8,71185.8,71168.5,71168.5,2.61284,92
2024-06-05 10:29:35.565,2024-06-05 10:29:47.934,71168.5,71168.5,71168.5,71168.5,2.94122,60
2024-06-05 10:29:48.127,2024-06-05 10:30:00.498,71168.5,71168.5,71168.5,71168.5,3.96667,83
2024-06-05 10:30:01.231,2024-06-05 10:30:13.547,71168.5,71190.2,71168.5,71190.2,4.58822,119
2024-06-05 10:30:14.087,2024-06-05 10:30:26.488,71190.2,71190.2,71190.2,71190.2,2.21509,59
2024-06-05 10:30:27.075,2024-06-05 10:30:38.046,71190.2,71190.2,71188,71188,1.11791,62
